PRISM Time Series Data
Location:  Lat: 44.8983   Lon: -89.7591   Elev: 1243ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2009-01-01 - 2020-12-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Apr-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2019-04-10,0.00,29.2,40.6,52.0,26.8,0.63,6.90
2019-04-11,0.48,26.3,31.8,37.3,22.3,0.23,3.69
2019-04-12,1.10,27.1,29.8,32.4,28.1,0.02,0.96
2019-04-13,0.00,30.1,32.3,34.5,27.7,0.11,1.72
2019-04-14,0.00,27.9,31.4,34.9,22.5,1.21,2.87
2019-04-15,0.00,22.2,33.6,45.0,17.6,1.13,7.11
2019-04-16,0.02,25.7,37.0,48.3,22.3,0.93,8.23
2019-04-17,0.00,37.3,49.2,61.2,36.0,0.35,11.69
2019-04-18,1.93,37.4,42.4,47.4,39.8,0.17,3.17
2019-04-19,0.02,31.8,37.2,42.5,34.8,0.21,2.01
2019-04-20,0.00,29.0,44.0,59.0,24.8,0.61,13.29
2019-04-21,0.00,38.3,52.1,65.9,27.7,2.45,17.11
2019-04-22,0.01,42.2,59.6,77.0,38.6,2.05,22.41
2019-04-23,0.25,38.9,49.7,60.5,40.9,0.34,8.74
2019-04-24,0.00,36.7,49.4,62.2,32.2,0.86,13.39
2019-04-25,0.00,41.2,54.2,67.2,38.4,1.12,15.60
2019-04-26,0.08,39.7,48.4,57.1,41.6,0.29,6.35
2019-04-27,0.02,30.0,43.1,56.1,23.2,1.64,11.39
2019-04-28,0.00,25.5,35.0,44.4,19.5,0.53,6.85
2019-04-29,0.02,34.5,45.2,55.8,21.5,1.64,11.95
2019-04-30,0.09,36.1,38.4,40.8,36.6,0.18,2.15
2019-05-01,0.42,35.3,37.6,40.0,35.0,0.15,1.49
2019-05-02,0.07,35.7,39.5,43.3,36.9,0.10,1.84
2019-05-03,0.00,37.1,43.3,49.5,38.7,0.33,3.87
2019-05-04,0.00,39.9,48.1,56.2,35.3,0.82,9.25
2019-05-05,0.00,44.9,57.1,69.2,35.9,1.67,19.49
2019-05-06,0.19,41.3,55.5,69.7,40.8,0.60,16.67
2019-05-07,0.02,40.2,49.1,58.1,33.4,0.82,9.95
2019-05-08,0.00,38.9,48.8,58.7,27.4,2.91,12.13
2019-05-09,1.42,38.0,42.2,46.4,36.8,0.06,5.12
2019-05-10,0.03,35.5,39.4,43.3,36.3,0.21,2.23
2019-05-11,0.00,34.8,44.7,54.6,31.8,0.65,8.96
2019-05-12,0.00,33.3,45.5,57.6,33.5,0.39,10.21
2019-05-13,0.00,34.8,47.0,59.1,31.9,0.88,11.81
2019-05-14,0.00,40.5,52.9,65.3,33.4,1.37,15.77
2019-05-15,0.00,49.7,60.0,70.2,40.1,1.37,18.08
2019-05-16,0.25,50.8,62.8,74.8,41.6,1.11,23.23
2019-05-17,0.04,45.1,62.3,79.4,48.8,0.57,22.41
2019-05-18,0.11,40.4,52.6,64.8,35.7,0.90,14.84
2019-05-19,0.93,41.4,44.0,46.5,41.3,0.35,2.31
2019-05-20,0.35,36.9,41.0,45.0,39.8,0.24,0.95
2019-05-21,0.00,40.6,50.1,59.6,35.8,1.01,11.14
2019-05-22,0.26,44.9,52.0,59.1,37.7,0.68,10.42
2019-05-23,0.00,45.4,57.8,70.1,49.2,0.28,10.87
2019-05-24,0.00,45.7,53.3,60.8,45.9,0.49,7.53
2019-05-25,0.01,48.7,52.7,56.6,51.9,0.13,2.78
2019-05-26,0.00,48.5,62.9,77.4,48.8,0.23,21.67
2019-05-27,0.00,51.1,62.1,73.1,46.9,1.56,17.33
2019-05-28,1.24,47.9,50.4,52.9,48.1,0.26,3.03
2019-05-29,0.00,46.7,54.1,61.5,49.4,0.22,5.80
2019-05-30,0.00,49.7,60.7,71.6,49.1,0.70,15.69
2019-05-31,0.00,49.9,64.4,78.8,47.8,1.52,23.41
2019-06-01,0.44,50.6,68.2,85.8,52.6,0.75,29.60
2019-06-02,0.05,45.3,56.5,67.6,45.9,0.69,10.84
2019-06-03,0.00,42.5,54.3,66.1,34.5,1.85,16.14
2019-06-04,0.00,47.5,58.0,68.4,42.7,1.27,14.62
2019-06-05,0.09,58.3,64.5,70.6,59.9,0.28,7.73
2019-06-06,0.00,56.3,68.6,80.9,59.2,0.69,18.75
2019-06-07,0.00,54.3,67.1,80.0,55.3,0.75,21.28
2019-06-08,0.00,55.2,68.9,82.5,53.8,1.49,24.03
2019-06-09,0.00,58.8,70.2,81.7,49.4,4.20,26.29
2019-06-10,0.37,51.7,63.5,75.2,54.6,0.55,14.02
2019-06-11,0.03,45.5,58.5,71.5,44.0,0.41,18.28
2019-06-12,0.42,53.5,63.7,73.9,50.5,0.26,18.37
2019-06-13,0.33,44.4,52.2,60.0,46.5,0.28,7.09
2019-06-14,0.04,47.8,58.4,69.1,40.0,1.86,16.55
2019-06-15,1.02,50.1,56.1,62.1,55.5,0.22,2.24
2019-06-16,0.01,49.6,58.2,66.9,48.7,0.85,9.68
2019-06-17,0.03,44.8,52.7,60.5,47.8,0.13,6.10
2019-06-18,0.03,54.5,63.8,73.1,55.3,1.12,13.12
2019-06-19,0.00,52.5,63.2,73.9,53.8,0.79,15.33
2019-06-20,0.00,52.5,63.1,73.8,49.9,2.44,16.42
2019-06-21,0.00,53.4,64.0,74.5,48.4,2.53,18.41
2019-06-22,0.00,49.8,61.4,72.9,47.3,1.80,16.89
2019-06-23,0.41,56.6,66.6,76.6,49.8,3.35,19.42
2019-06-24,0.17,59.0,65.3,71.6,61.4,0.02,8.18
2019-06-25,0.56,55.3,62.8,70.3,59.8,0.44,5.56
2019-06-26,0.00,57.8,69.1,80.3,55.8,1.89,20.80
2019-06-27,0.00,55.8,68.5,81.3,54.7,0.79,23.48
2019-06-28,0.80,62.5,72.8,83.0,62.4,0.21,21.35
2019-06-29,0.00,62.2,71.8,81.4,64.6,0.34,15.50
2019-06-30,0.00,62.5,74.3,86.1,63.0,0.96,24.51
2019-07-01,0.33,62.1,67.1,72.2,64.0,0.46,5.56
2019-07-02,0.68,65.4,72.4,79.4,66.1,0.19,12.65
2019-07-03,0.11,60.5,70.6,80.8,64.3,0.13,15.98
2019-07-04,0.00,63.6,74.5,85.5,63.5,0.59,23.94
2019-07-05,0.19,66.0,75.4,84.8,68.4,0.19,14.83
2019-07-06,0.39,60.1,72.4,84.7,65.4,0.56,19.06
2019-07-07,0.11,55.1,66.5,77.8,57.1,1.03,16.12
2019-07-08,0.00,54.9,66.5,78.1,54.4,0.62,18.56
2019-07-09,0.00,58.6,70.0,81.4,59.0,0.82,19.85
2019-07-10,0.00,64.5,73.1,81.6,64.8,0.45,17.33
2019-07-11,0.00,61.7,72.3,83.0,61.3,1.03,22.54
2019-07-12,0.00,52.7,65.7,78.6,51.4,0.74,22.41
2019-07-13,0.00,62.3,73.3,84.3,64.5,1.11,19.00
2019-07-14,0.00,57.9,69.7,81.5,56.2,2.22,22.36
2019-07-15,0.99,66.7,75.4,84.1,64.5,0.79,20.42
2019-07-16,0.52,64.2,75.2,86.2,68.6,0.26,15.36
2019-07-17,0.00,66.7,75.8,84.9,68.1,1.37,16.27
2019-07-18,0.47,69.2,75.5,81.9,68.4,0.55,13.85
2019-07-19,0.27,69.7,74.6,79.6,70.7,0.50,9.91
2019-07-20,0.68,68.4,78.8,89.1,71.0,0.34,21.01
2019-07-21,1.39,58.3,66.2,74.1,62.2,0.43,5.74
2019-07-22,0.00,56.4,67.2,78.0,56.0,1.16,17.82
2019-07-23,0.00,57.2,67.1,76.9,52.5,1.58,19.83
2019-07-24,0.01,55.1,66.6,78.0,56.9,0.24,17.18
2019-07-25,0.00,59.3,70.9,82.5,59.4,0.64,21.84
2019-07-26,0.03,63.9,72.6,81.3,60.5,1.05,20.23
2019-07-27,0.04,65.5,71.3,77.0,65.2,1.22,11.16
2019-07-28,0.00,60.0,71.3,82.5,62.2,0.35,19.34
2019-07-29,0.49,63.7,72.8,81.9,66.2,0.61,16.89
2019-07-30,0.00,56.3,67.4,78.4,58.0,1.29,15.34
2019-07-31,0.00,49.3,60.6,71.9,50.0,0.80,14.86
2019-08-01,0.00,51.3,63.1,75.0,51.1,0.55,18.08
2019-08-02,0.00,57.3,68.4,79.4,57.6,0.63,18.32
2019-08-03,0.00,64.2,73.6,82.9,63.8,1.03,18.23
2019-08-04,0.46,61.2,73.2,85.2,63.5,0.20,21.45
2019-08-05,0.04,63.3,73.3,83.4,64.5,0.29,18.64
2019-08-06,1.55,61.8,71.5,81.2,65.2,0.12,12.49
2019-08-07,0.00,59.5,70.0,80.5,59.5,0.28,20.47
2019-08-08,0.21,58.6,70.7,82.7,62.9,0.40,17.61
2019-08-09,0.00,52.3,63.1,73.9,51.1,1.24,16.75
2019-08-10,0.00,53.6,65.1,76.5,53.9,0.30,17.76
2019-08-11,0.11,60.0,67.7,75.5,59.2,0.52,14.27
2019-08-12,0.04,60.1,66.7,73.3,63.8,0.09,6.71
2019-08-13,0.03,62.7,71.0,79.3,65.0,0.26,13.13
2019-08-14,0.01,57.9,64.9,71.8,57.0,1.08,9.94
2019-08-15,0.00,53.1,62.8,72.4,53.5,0.27,13.78
2019-08-16,0.09,57.2,66.5,75.8,56.2,0.58,16.58
2019-08-17,0.35,56.7,64.1,71.5,60.6,0.16,7.29
2019-08-18,0.01,60.7,70.1,79.4,62.0,0.25,16.80
2019-08-19,0.05,48.9,61.7,74.5,57.9,0.15,11.45
2019-08-20,0.00,50.9,63.3,75.8,52.6,0.19,17.31
2019-08-21,0.00,57.3,67.9,78.5,62.3,0.45,13.19
2019-08-22,0.00,50.9,62.5,74.1,51.6,0.62,17.01
2019-08-23,0.00,47.9,58.2,68.4,51.7,0.33,9.92
2019-08-24,0.00,46.6,58.9,71.1,49.1,0.31,14.43
2019-08-25,0.00,49.2,60.9,72.7,52.1,0.23,14.21
2019-08-26,0.00,56.5,64.1,71.8,55.8,0.55,12.39
2019-08-27,0.10,57.7,61.9,66.2,60.2,0.22,3.57
2019-08-28,0.03,53.6,63.5,73.4,51.5,0.71,15.74
2019-08-29,0.00,47.0,56.7,66.5,48.1,0.44,10.61
2019-08-30,0.50,47.9,60.6,73.4,51.5,0.33,14.22
2019-08-31,0.00,45.2,57.6,70.1,44.7,0.46,15.67
2019-09-01,0.00,45.1,56.8,68.5,48.2,0.22,12.72
2019-09-02,0.05,50.5,60.8,71.0,55.2,0.25,12.03
2019-09-03,1.41,59.1,67.0,74.9,58.6,0.14,14.33
2019-09-04,0.13,51.2,63.4,75.6,55.9,0.31,14.05
2019-09-05,0.00,43.8,53.4,63.0,47.3,0.09,8.12
2019-09-06,0.24,48.0,56.8,65.6,56.1,0.30,6.75
2019-09-07,0.00,51.6,59.8,68.1,53.4,0.18,9.41
2019-09-08,0.00,50.2,57.5,64.8,48.7,0.75,9.13
2019-09-09,0.00,50.9,56.3,61.8,49.0,1.13,7.15
2019-09-10,1.00,53.0,59.2,65.4,57.3,0.38,4.19
2019-09-11,0.05,58.2,68.4,78.7,64.4,0.08,11.31
2019-09-12,1.34,53.1,57.8,62.4,56.6,0.11,1.27
2019-09-13,1.41,54.3,58.8,63.3,57.4,0.12,1.38
2019-09-14,0.03,49.5,56.3,63.1,52.0,0.26,5.47
2019-09-15,0.07,50.1,59.5,68.8,55.5,0.17,10.35
2019-09-16,0.01,57.9,64.5,71.0,61.5,0.11,5.48
2019-09-17,0.00,59.4,69.9,80.3,62.4,0.34,16.47
2019-09-18,0.00,59.3,69.8,80.4,61.3,0.15,16.59
2019-09-19,0.21,60.5,68.5,76.6,66.2,0.14,8.49
2019-09-20,0.05,59.7,67.2,74.7,63.8,0.11,8.39
2019-09-21,0.00,60.9,69.6,78.3,66.0,0.15,11.63
2019-09-22,0.06,67.0,70.0,73.1,69.1,0.35,3.54
2019-09-23,0.11,53.0,61.4,69.7,57.8,0.17,7.05
2019-09-24,0.00,47.4,59.4,71.4,50.3,0.24,14.38
2019-09-25,0.38,55.3,66.0,76.7,60.5,0.38,12.15
2019-09-26,0.00,46.2,56.8,67.4,46.5,0.79,13.52
2019-09-27,0.03,46.6,55.5,64.4,44.5,1.20,12.54
2019-09-28,0.06,46.6,54.8,62.9,51.8,0.25,4.74
2019-09-29,0.04,46.9,54.4,61.9,43.0,0.59,10.58
2019-09-30,0.05,48.1,52.8,57.5,51.7,0.16,3.25
2019-10-01,0.30,58.7,68.7,78.8,67.9,0.09,7.15
2019-10-02,1.29,47.8,57.5,67.2,55.2,0.14,2.59
2019-10-03,0.50,44.7,47.9,51.1,44.9,0.07,2.92
2019-10-04,0.03,39.3,46.3,53.4,41.7,0.11,4.70
2019-10-05,0.00,41.9,45.3,48.7,39.2,1.12,4.00
2019-10-06,0.54,44.7,48.7,52.7,46.5,0.17,2.43
2019-10-07,0.00,43.9,53.1,62.4,40.5,0.75,11.30
2019-10-08,0.00,36.4,49.1,61.9,38.4,0.19,11.48
2019-10-09,0.00,40.0,53.4,66.7,41.5,0.75,13.69
2019-10-10,0.00,45.0,56.7,68.4,44.0,1.07,14.40
2019-10-11,0.08,51.6,58.5,65.4,55.4,0.22,7.08
2019-10-12,0.03,31.7,45.5,59.3,30.6,0.26,2.93
2019-10-13,0.05,31.4,34.3,37.3,28.8,0.36,2.97
2019-10-14,0.05,30.9,35.7,40.5,31.2,0.11,2.91
2019-10-15,0.00,32.7,40.3,48.0,31.7,0.39,5.88
2019-10-16,0.34,35.7,41.3,47.0,38.3,0.25,2.51
2019-10-17,0.00,40.8,45.0,49.2,35.5,1.09,5.26
2019-10-18,0.00,31.4,40.1,48.7,34.3,0.10,4.60
2019-10-19,0.00,34.2,45.4,56.6,38.9,0.37,7.17
2019-10-20,0.11,42.3,48.2,54.2,45.0,0.10,4.54
2019-10-21,0.00,42.2,51.8,61.4,39.9,0.12,11.69
2019-10-22,0.73,40.1,48.9,57.6,44.3,0.12,5.34
2019-10-23,0.03,38.1,40.5,42.9,36.1,0.43,1.85
2019-10-24,0.00,32.0,37.7,43.4,32.4,0.42,3.15
2019-10-25,0.00,25.1,32.5,39.8,26.7,0.28,3.29
2019-10-26,0.00,25.3,35.6,45.9,24.7,0.38,6.28
2019-10-27,0.00,28.2,38.1,48.0,29.3,0.26,6.72
2019-10-28,0.00,30.0,42.0,54.0,32.8,0.29,7.81
2019-10-29,0.01,25.5,32.6,39.8,23.6,0.36,4.36
2019-10-30,0.00,24.2,32.1,40.0,21.0,0.24,4.57
2019-10-31,0.00,24.5,29.5,34.4,16.3,1.02,3.98
2019-11-01,0.00,19.2,24.5,29.8,17.2,0.41,2.21
2019-11-02,0.00,24.3,30.0,35.6,26.6,0.38,2.77
2019-11-03,0.00,27.6,31.4,35.3,22.3,0.47,2.50
2019-11-04,0.00,27.5,33.6,39.6,27.5,0.22,3.73
2019-11-05,0.00,24.4,32.1,39.7,27.5,0.32,2.71
2019-11-06,0.00,20.4,25.4,30.3,11.1,0.88,3.49
2019-11-07,0.02,12.1,20.8,29.5,12.8,0.37,2.64
2019-11-08,0.00,8.7,16.4,24.0,5.1,0.41,2.40
2019-11-09,0.01,10.1,18.9,27.6,13.0,0.37,2.37
2019-11-10,0.02,27.4,34.0,40.6,26.9,0.28,3.73
2019-11-11,0.00,14.8,23.3,31.8,14.8,0.65,2.14
2019-11-12,0.00,3.1,11.1,19.0,0.6,0.41,1.87
2019-11-13,0.00,2.7,9.9,17.1,-0.3,0.37,1.91
2019-11-14,0.05,14.1,17.6,21.1,14.1,0.32,1.11
2019-11-15,0.00,21.1,24.4,27.8,17.5,0.62,1.79
2019-11-16,0.00,22.1,29.7,37.3,16.5,0.38,5.03
2019-11-17,0.00,23.3,30.0,36.7,26.4,0.39,2.50
2019-11-18,0.01,30.7,32.5,34.3,30.0,0.07,1.26
2019-11-19,0.00,28.3,29.7,31.0,27.5,0.22,0.92
2019-11-20,0.00,28.0,30.9,33.9,29.5,0.14,1.20
2019-11-21,0.49,33.0,38.4,43.8,35.7,0.05,2.94
2019-11-22,0.24,22.4,31.9,41.4,26.9,0.06,1.53
2019-11-23,0.00,19.8,25.0,30.2,17.3,0.37,2.27
2019-11-24,0.00,21.8,30.1,38.5,23.8,0.43,3.63
2019-11-25,0.00,28.8,36.3,43.9,30.2,0.11,3.62
2019-11-26,0.00,29.7,36.6,43.5,30.8,0.14,3.45
2019-11-27,0.77,30.4,34.3,38.2,29.0,0.05,2.72
2019-11-28,0.21,27.6,30.7,33.8,25.4,0.09,1.48
2019-11-29,0.02,27.9,29.1,30.2,24.0,0.54,1.45
2019-11-30,0.05,27.2,28.8,30.5,26.7,0.24,0.91
2019-12-01,0.54,28.3,29.6,30.9,28.1,0.16,0.80
2019-12-02,0.10,17.4,23.5,29.7,22.3,0.22,0.95
2019-12-03,0.00,15.3,22.3,29.2,18.3,0.15,1.79
2019-12-04,0.00,20.9,25.4,30.0,22.8,0.23,1.13
2019-12-05,0.00,21.1,27.1,33.1,22.4,0.25,2.23
2019-12-06,0.00,24.1,28.4,32.7,24.6,0.27,1.83
2019-12-07,0.00,17.2,21.9,26.5,14.3,0.54,1.83
2019-12-08,0.00,18.8,26.5,34.2,22.3,0.46,2.39
2019-12-09,0.00,27.2,32.5,37.8,27.7,0.09,2.38
2019-12-10,0.20,4.3,17.6,30.8,17.0,0.10,0.85
2019-12-11,0.00,-7.3,-0.4,6.5,-6.6,0.21,0.79
2019-12-12,0.02,-8.7,0.1,8.8,-7.3,0.22,0.85
2019-12-13,0.36,9.4,14.5,19.6,13.4,0.22,0.53
2019-12-14,0.06,17.5,21.1,24.6,18.9,0.08,0.96
2019-12-15,0.00,-0.2,9.8,19.8,9.6,0.16,0.63
2019-12-16,0.00,0.6,6.5,12.4,1.3,0.18,0.81
2019-12-17,0.00,11.1,15.5,19.9,11.8,0.27,0.88
2019-12-18,0.00,-7.3,7.4,22.1,5.4,0.24,1.20
2019-12-19,0.00,-9.5,0.0,9.5,-6.5,0.21,1.02
2019-12-20,0.00,5.5,14.7,23.9,12.0,0.27,1.51
2019-12-21,0.00,19.3,26.2,33.1,24.7,0.11,1.20
2019-12-22,0.00,19.5,27.2,34.8,22.5,0.10,2.65
2019-12-23,0.00,21.1,31.2,41.3,26.3,0.07,3.10
2019-12-24,0.00,21.8,31.0,40.2,25.8,0.11,3.31
2019-12-25,0.00,29.4,31.6,33.9,31.6,0.00,0.25
2019-12-26,0.00,31.6,32.9,34.2,32.7,0.00,0.20
2019-12-27,0.00,27.2,30.7,34.3,29.1,0.02,1.05
2019-12-28,0.00,15.2,21.3,27.3,18.9,0.14,1.03
2019-12-29,0.87,19.2,27.2,35.1,27.2,0.13,1.37
2019-12-30,0.38,33.5,35.9,38.2,35.9,0.00,0.30
2019-12-31,0.55,21.0,27.3,33.7,25.5,0.02,0.65
2020-01-01,0.00,6.6,14.8,22.9,12.9,0.14,0.87
2020-01-02,0.00,6.5,19.4,32.2,19.3,0.16,1.33
2020-01-03,0.00,29.0,32.2,35.4,28.0,0.43,1.53
2020-01-04,0.00,21.8,25.9,30.0,21.8,0.31,1.63
2020-01-05,0.00,21.0,23.1,25.2,19.1,0.35,1.14
2020-01-06,0.13,19.4,25.5,31.6,20.1,0.37,1.72
2020-01-07,0.00,19.3,25.3,31.2,19.7,0.59,2.20
2020-01-08,0.00,-0.9,14.1,29.0,6.0,0.44,2.70
2020-01-09,0.00,-2.8,8.8,20.5,0.6,0.32,1.09
2020-01-10,0.05,21.5,28.5,35.5,26.4,0.14,1.07
2020-01-11,0.00,15.3,21.7,28.1,15.9,0.51,1.86
2020-01-12,0.00,2.7,11.0,19.3,3.9,0.24,1.81
2020-01-13,0.12,1.4,10.7,20.0,10.6,0.20,1.15
2020-01-14,0.08,19.1,22.7,26.3,21.2,0.12,0.94
2020-01-15,0.00,19.7,25.8,31.9,23.1,0.08,1.11
2020-01-16,0.00,0.0,14.0,28.0,14.0,0.28,1.40
2020-01-17,0.00,-9.0,-0.8,7.4,-10.3,0.21,1.01
2020-01-18,0.36,-4.3,10.5,25.2,10.4,0.16,0.86
2020-01-19,0.06,4.8,16.1,27.4,12.1,0.13,1.13
2020-01-20,0.00,5.4,13.9,22.4,10.3,0.20,1.46
2020-01-21,0.00,0.4,11.1,21.8,5.7,0.16,1.50
2020-01-22,0.00,2.3,12.6,23.0,9.5,0.22,1.51
2020-01-23,0.35,23.6,27.0,30.4,25.6,0.10,0.86
2020-01-24,0.11,26.8,28.9,31.1,27.9,0.05,0.85
2020-01-25,0.21,30.7,32.2,33.7,31.0,0.16,0.68
2020-01-26,0.03,29.1,31.9,34.7,29.9,0.08,0.99
2020-01-27,0.00,26.8,27.9,28.9,25.6,0.26,0.68
2020-01-28,0.00,23.0,26.8,30.7,22.8,0.39,1.48
2020-01-29,0.00,18.2,20.9,23.5,15.0,0.39,1.36
2020-01-30,0.00,19.4,21.5,23.7,17.1,0.41,1.08
2020-01-31,0.00,19.2,21.2,23.2,17.9,0.30,0.83
2020-02-01,0.00,23.1,27.0,31.0,25.8,0.16,1.28
2020-02-02,0.00,26.7,30.8,34.9,26.5,0.26,2.13
2020-02-03,0.00,26.0,35.4,44.8,28.3,0.34,4.13
2020-02-04,0.00,17.9,27.3,36.6,16.7,0.39,3.91
2020-02-05,0.00,-0.7,11.5,23.7,1.7,0.28,2.52
2020-02-06,0.00,-2.0,11.0,24.0,2.5,0.25,2.51
2020-02-07,0.00,5.3,17.9,30.5,7.2,0.43,3.49
2020-02-08,0.00,11.4,20.8,30.1,11.3,0.52,3.01
2020-02-09,0.02,5.7,13.7,21.6,8.1,0.27,1.25
2020-02-10,0.25,-3.8,8.8,21.4,8.5,0.15,0.70
2020-02-11,0.00,-5.7,9.3,24.3,9.3,0.13,1.64
2020-02-12,0.00,13.9,18.8,23.7,13.8,0.34,1.37
2020-02-13,0.05,-1.0,16.4,33.8,11.3,0.30,2.68
2020-02-14,0.00,-17.2,-5.2,6.8,-14.9,0.20,1.15
2020-02-15,0.00,-18.1,-3.9,10.3,-10.6,0.17,1.46
2020-02-16,0.00,10.5,19.5,28.5,14.2,0.59,1.56
2020-02-17,0.00,9.9,16.0,22.2,1.1,0.62,2.61
2020-02-18,0.23,17.3,24.7,32.1,21.9,0.14,2.28
2020-02-19,0.00,-1.9,11.5,24.9,4.7,0.40,1.74
2020-02-20,0.00,-10.1,0.7,11.4,-10.3,0.26,1.40
2020-02-21,0.00,-10.4,0.9,12.1,-8.9,0.25,1.56
2020-02-22,0.00,1.0,18.6,36.1,13.9,0.20,4.07
2020-02-23,0.00,16.6,29.1,41.6,23.2,0.21,4.46
2020-02-24,0.00,20.3,32.8,45.4,24.0,0.22,5.45
2020-02-25,0.00,20.7,31.0,41.3,21.0,0.47,5.15
2020-02-26,0.00,19.3,26.5,33.7,16.4,0.81,3.33
2020-02-27,0.00,15.2,20.2,25.1,9.3,0.87,2.19
2020-02-28,0.00,1.4,9.8,18.2,1.5,0.37,1.64
2020-02-29,0.00,1.0,12.5,24.1,-2.0,0.40,2.92
2020-03-01,0.00,2.9,17.9,32.8,11.6,0.47,3.50
2020-03-02,0.00,24.1,35.2,46.3,27.0,0.82,4.73
2020-03-03,0.00,20.3,29.1,37.9,20.4,0.28,4.06
2020-03-04,0.02,23.6,31.1,38.7,24.4,0.25,3.84
2020-03-05,0.03,23.6,30.2,36.8,18.2,0.99,3.98
2020-03-06,0.07,21.6,29.6,37.5,26.5,0.24,1.80
2020-03-07,0.00,19.0,27.7,36.4,14.0,0.71,4.52
2020-03-08,0.00,23.1,34.2,45.2,23.9,1.15,5.77
2020-03-09,0.00,36.3,44.0,51.8,31.3,2.20,6.87
2020-03-10,0.00,21.5,33.4,45.3,29.3,0.27,2.77
2020-03-11,0.08,21.2,30.7,40.1,23.1,0.09,4.91
2020-03-12,0.00,31.4,34.4,37.4,32.4,0.08,1.32
2020-03-13,0.37,28.7,34.6,40.6,31.0,0.07,2.37
2020-03-14,0.00,23.0,29.0,34.9,16.5,1.22,3.51
2020-03-15,0.00,19.4,25.0,30.7,16.6,0.54,2.43
2020-03-16,0.00,20.1,28.0,35.8,19.3,0.43,3.60
2020-03-17,0.00,21.8,28.1,34.3,25.3,0.28,1.84
2020-03-18,0.00,22.2,31.2,40.2,19.1,0.72,5.19
2020-03-19,0.00,33.5,36.4,39.3,31.6,0.39,2.13
2020-03-20,0.88,28.1,32.4,36.8,32.4,0.11,0.91
2020-03-21,0.00,12.9,21.5,30.2,11.2,0.60,2.87
2020-03-22,0.00,14.3,23.2,32.2,13.0,0.45,3.83
2020-03-23,0.00,22.4,29.4,36.3,22.3,0.37,3.37
2020-03-24,0.00,28.4,34.0,39.5,30.1,0.24,2.31
2020-03-25,0.00,33.7,39.3,44.9,32.4,0.51,3.72
2020-03-26,0.67,34.0,39.6,45.2,37.8,0.10,1.89
2020-03-27,0.00,29.6,37.6,45.7,32.5,0.04,3.97
2020-03-28,0.34,31.2,41.5,51.8,35.7,0.06,6.18
2020-03-29,0.62,36.1,40.2,44.3,37.8,0.04,1.94
2020-03-30,0.17,34.8,37.2,39.7,34.1,0.07,1.65
2020-03-31,0.00,30.8,40.8,50.8,28.3,1.08,6.71
2020-04-01,0.00,29.6,36.2,42.9,29.0,0.49,3.89
2020-04-02,0.00,32.3,41.2,50.2,32.5,0.31,5.64
2020-04-03,0.00,35.3,46.8,58.3,35.3,0.50,9.31
2020-04-04,0.21,26.1,41.6,57.1,33.2,0.19,7.47
2020-04-05,0.00,24.6,34.8,44.9,21.8,0.43,6.31
2020-04-06,0.00,28.4,40.5,52.5,26.8,0.67,8.72
2020-04-07,0.02,37.7,46.6,55.4,33.2,0.11,10.06
2020-04-08,0.02,36.6,45.6,54.7,45.6,0.03,1.65
2020-04-09,0.00,30.3,44.2,58.1,26.3,0.48,10.82
2020-04-10,0.01,29.4,34.4,39.4,21.4,0.77,4.88
2020-04-11,0.00,26.0,35.4,44.7,19.5,0.78,6.71
2020-04-12,0.00,32.0,44.9,57.9,26.4,1.66,11.83
2020-04-13,0.76,26.7,32.7,38.7,27.8,0.15,3.29
2020-04-14,0.00,18.1,25.4,32.7,16.7,0.41,3.73
2020-04-15,0.00,14.7,21.4,28.1,12.0,0.29,2.80
2020-04-16,0.00,17.5,23.6,29.7,10.2,0.61,3.19
2020-04-17,0.00,22.6,30.2,37.7,15.7,0.96,4.64
2020-04-18,0.00,28.6,36.8,45.0,20.2,1.36,6.43
2020-04-19,0.00,35.8,48.4,61.1,31.7,1.54,12.63
2020-04-20,0.00,28.7,39.0,49.2,20.6,0.89,8.61
2020-04-21,0.08,26.9,40.4,53.8,24.8,0.74,8.20
2020-04-22,0.00,27.9,34.6,41.4,12.6,1.67,6.49
2020-04-23,0.00,30.8,38.8,46.9,27.3,0.70,5.27
2020-04-24,0.00,33.1,38.5,43.9,31.4,0.76,3.42
2020-04-25,0.00,35.4,47.9,60.3,33.6,0.60,11.38
2020-04-26,0.00,34.9,48.6,62.3,31.2,1.01,13.53
2020-04-27,0.02,41.5,52.7,63.8,28.6,2.83,15.72
2020-04-28,0.30,41.8,50.2,58.6,42.9,0.06,6.78
2020-04-29,0.67,43.0,46.5,50.0,44.5,0.08,1.60
2020-04-30,0.01,40.4,45.3,50.1,39.2,0.84,3.99
2020-05-01,0.00,33.7,48.6,63.6,30.2,0.85,14.84
2020-05-02,0.03,46.1,55.2,64.2,38.9,2.65,14.21
2020-05-03,0.00,46.0,58.9,71.9,37.4,4.25,19.21
